contest,ground_truth,decoded,E,pass,published_tally,recovered_point,aggregate_ciphertext,dkg_sha256,tally_sha256,ballots_sha256,source,ledger_matches_local
senator/cand2,173,173,0,true,173,3624296b546f2f84a7bc8d1c9fe6d465e267daa27f72128eb6cc1c4abb794337,56ca08597bae34ebdfa1e96e8d292c31cce1bbf51be4b60c590663860b7ac60b,5e289154902a7b53b4779e0346d88e0a7b3ca06f770a095781ecd25458b9a7e3,ed1b73b0ba78212765a8b1cf0101554793b1f635af4d443a90ae562746d5b852,5e4f79ddd178e0c851d76333b3b9b4e42ac25ed1fd844dfaf5374f9d4b238390,local,true
senator/cand3,154,154,0,true,154,4ce38534389c49a395d768f0bb0237f573531e2f04dd9b1d07e8569fc34a0073,02408b94a422c7d3ad60e49e3192cca28a1fef36c1077d013cbc30f04baa7b76,5e289154902a7b53b4779e0346d88e0a7b3ca06f770a095781ecd25458b9a7e3,ed1b73b0ba78212765a8b1cf0101554793b1f635af4d443a90ae562746d5b852,5e4f79ddd178e0c851d76333b3b9b4e42ac25ed1fd844dfaf5374f9d4b238390,local,true
president/cand0,490,490,0,true,490,32e63d9578e4ef4924683bab0c482106fb1cb035c3ecf44d147d70cc9a5b842c,2eced5eb971d81581b43bfa1b8714c803f4f855fc25a7f8eab18133a24c45423,5e289154902a7b53b4779e0346d88e0a7b3ca06f770a095781ecd25458b9a7e3,ed1b73b0ba78212765a8b1cf0101554793b1f635af4d443a90ae562746d5b852,21c06c451ef8ec05465aff6794d0e290e42c0bbf0735cd17c76806b315473f7c,ledger,true
president/cand1,180,180,0,true,180,103bcff8c6ec3ffe8d2dc5ee573ae36ac4e919fb8fa20f8adf3f73de9d81a407,da9e3ed5056ad305e917161d204efd7db787113635b86674521344fcc75c315e,5e289154902a7b53b4779e0346d88e0a7b3ca06f770a095781ecd25458b9a7e3,ed1b73b0ba78212765a8b1cf0101554793b1f635af4d443a90ae562746d5b852,21c06c451ef8ec05465aff6794d0e290e42c0bbf0735cd17c76806b315473f7c,ledger,true
president/cand2,170,170,0,true,170,d27e86a3fef5fc796e0c83aad1a9735d32590b980133ca68e7184fe74923f803,aa20063c078bc45924e503b37a872cca111b8472b81d9ee64b3e9e0a0dd3c919,5e289154902a7b53b4779e0346d88e0a7b3ca06f770a095781ecd25458b9a7e3,ed1b73b0ba78212765a8b1cf0101554793b1f635af4d443a90ae562746d5b852,21c06c451ef8ec05465aff6794d0e290e42c0bbf0735cd17c76806b315473f7c,ledger,true
president/cand3,160,160,0,true,160,124f288e9cde61e6b965a69040d7c60405d94d494a0c5a35d65526cb980d9c01,42a44f2ea9d9bf2f1a6f97f66fd18b6b796df3ac88c4435a0e7f5db09cdf596f,5e289154902a7b53b4779e0346d88e0a7b3ca06f770a095781ecd25458b9a7e3,ed1b73b0ba78212765a8b1cf0101554793b1f635af4d443a90ae562746d5b852,21c06c451ef8ec05465aff6794d0e290e42c0bbf0735cd17c76806b315473f7c,ledger,true
vice-president/cand0,485,485,0,true,485,48517235507c48cdf95523001ffae318e7bf417d7b9fa63e860541ae644b8408,509c833a75c89ed9c9680b62717632f59e79412b862799c59acb43236fd6de52,5e289154902a7b53b4779e0346d88e0a7b3ca06f770a095781ecd25458b9a7e3,ed1b73b0ba78212765a8b1cf0101554793b1f635af4d443a90ae562746d5b852,21c06c451ef8ec05465aff6794d0e290e42c0bbf0735cd17c76806b315473f7c,ledger,true
vice-president/cand1,186,186,0,true,186,0a0781a73bb33b7e92746b0526ad67c322949c15c5bcaedb00a053301cce0511,cc83b14f780f4f72d668c8cc7b3cba85353ad19ad04e86186e4f5b0601405a68,5e289154902a7b53b4779e0346d88e0a7b3ca06f770a095781ecd25458b9a7e3,ed1b73b0ba78212765a8b1cf0101554793b1f635af4d443a90ae562746d5b852,21c06c451ef8ec05465aff6794d0e290e42c0bbf0735cd17c76806b315473f7c,ledger,true
vice-president/cand2,172,172,0,true,172,3ca5fd0796c9ca60e486c53650239b521b0d8c8421893e8c467e240a3c089e6d,24bf418f2d8a2dc96777bf744d45a5e5344fcd0eb9b1a85fc6ccd73d2b443315,5e289154902a7b53b4779e0346d88e0a7b3ca06f770a095781ecd25458b9a7e3,ed1b73b0ba78212765a8b1cf0101554793b1f635af4d443a90ae562746d5b852,21c06c451ef8ec05465aff6794d0e290e42c0bbf0735cd17c76806b315473f7c,ledger,true
vice-president/cand3,157,157,0,true,157,e8060fb2062748a78d93482e02081d4d0142f20e60dd93dadf854a14ab2a4870,b05b3d5f409559181ecab92c60386fbda56ac0443462f48b4564fefecce4fb6c,5e289154902a7b53b4779e0346d88e0a7b3ca06f770a095781ecd25458b9a7e3,ed1b73b0ba78212765a8b1cf0101554793b1f635af4d443a90ae562746d5b852,21c06c451ef8ec05465aff6794d0e290e42c0bbf0735cd17c76806b315473f7c,ledger,true
senator/cand0,480,480,0,true,480,8235ea86588938be8e1f9ac2251b0e6c8e6cd25d4e8f0bcfd6220d663f6fc33f,cc8c3565996339afd821c5a2fe015d6e8e435ec2d02fb22f8244347fb6177a44,5e289154902a7b53b4779e0346d88e0a7b3ca06f770a095781ecd25458b9a7e3,ed1b73b0ba78212765a8b1cf0101554793b1f635af4d443a90ae562746d5b852,21c06c451ef8ec05465aff6794d0e290e42c0bbf0735cd17c76806b315473f7c,ledger,true
senator/cand1,193,193,0,true,193,e2ead509ecf513e8eef93b4069eef84ff0a96e360eb3be3fa607530506f1b959,9e9fc270d0e7dd70da9956fe737d1f8a791317753328f08cd75e33196a8a1c06,5e289154902a7b53b4779e0346d88e0a7b3ca06f770a095781ecd25458b9a7e3,ed1b73b0ba78212765a8b1cf0101554793b1f635af4d443a90ae562746d5b852,21c06c451ef8ec05465aff6794d0e290e42c0bbf0735cd17c76806b315473f7c,ledger,true
senator/cand2,173,173,0,true,173,3624296b546f2f84a7bc8d1c9fe6d465e267daa27f72128eb6cc1c4abb794337,56ca08597bae34ebdfa1e96e8d292c31cce1bbf51be4b60c590663860b7ac60b,5e289154902a7b53b4779e0346d88e0a7b3ca06f770a095781ecd25458b9a7e3,ed1b73b0ba78212765a8b1cf0101554793b1f635af4d443a90ae562746d5b852,21c06c451ef8ec05465aff6794d0e290e42c0bbf0735cd17c76806b315473f7c,ledger,true
senator/cand3,154,154,0,true,154,4ce38534389c49a395d768f0bb0237f573531e2f04dd9b1d07e8569fc34a0073,02408b94a422c7d3ad60e49e3192cca28a1fef36c1077d013cbc30f04baa7b76,5e289154902a7b53b4779e0346d88e0a7b3ca06f770a095781ecd25458b9a7e3,ed1b73b0ba78212765a8b1cf0101554793b1f635af4d443a90ae562746d5b852,21c06c451ef8ec05465aff6794d0e290e42c0bbf0735cd17c76806b315473f7c,ledger,true
