contest,ground_truth,decoded,E,pass,published_tally,recovered_point,aggregate_ciphertext,dkg_sha256,tally_sha256,ballots_sha256,source,ledger_matches_local
senator/cand3,154,154,0,true,154,4ce38534389c49a395d768f0bb0237f573531e2f04dd9b1d07e8569fc34a0073,387c3862fbd35d7b0e91fe82b5453b05dca1b1e257818ef2adc46070ef8ee90f,57e3653da34ef949cfb7c807d0d173c24a041de25497957124f7bd5e41a32920,8f424a7e578a61ed389c3dd58ea079aaf37ba9084705fc628e8b4a232c944314,0b5502b0d57b1567946fd1a2585604c496d8626de7f1950316bb37210d89f915,local,true
president/cand0,490,490,0,true,490,32e63d9578e4ef4924683bab0c482106fb1cb035c3ecf44d147d70cc9a5b842c,5e63419de80aebcb06fcb476f7bbc0e4088c6b24c6249f52b8a63bb573b10843,57e3653da34ef949cfb7c807d0d173c24a041de25497957124f7bd5e41a32920,8f424a7e578a61ed389c3dd58ea079aaf37ba9084705fc628e8b4a232c944314,ce2a9dffda2fba1c97ae4e11258e4cfb4ff157bb938a04df0abfa040ea36c14b,ledger,true
president/cand1,180,180,0,true,180,103bcff8c6ec3ffe8d2dc5ee573ae36ac4e919fb8fa20f8adf3f73de9d81a407,aabe99bd2148025820c731293357f62ac782885d2662a06e34ab50451b5d3062,57e3653da34ef949cfb7c807d0d173c24a041de25497957124f7bd5e41a32920,8f424a7e578a61ed389c3dd58ea079aaf37ba9084705fc628e8b4a232c944314,ce2a9dffda2fba1c97ae4e11258e4cfb4ff157bb938a04df0abfa040ea36c14b,ledger,true
president/cand2,170,170,0,true,170,d27e86a3fef5fc796e0c83aad1a9735d32590b980133ca68e7184fe74923f803,84de256fa8c6cdc7d8e311c5197aadcc17cb6dc5bdc1a44f03edf7fb00920f23,57e3653da34ef949cfb7c807d0d173c24a041de25497957124f7bd5e41a32920,8f424a7e578a61ed389c3dd58ea079aaf37ba9084705fc628e8b4a232c944314,ce2a9dffda2fba1c97ae4e11258e4cfb4ff157bb938a04df0abfa040ea36c14b,ledger,true
president/cand3,160,160,0,true,160,124f288e9cde61e6b965a69040d7c60405d94d494a0c5a35d65526cb980d9c01,8ea278029f59131ec437e2f8edf6280ff1340b8ee1b87107162c24622d10490a,57e3653da34ef949cfb7c807d0d173c24a041de25497957124f7bd5e41a32920,8f424a7e578a61ed389c3dd58ea079aaf37ba9084705fc628e8b4a232c944314,ce2a9dffda2fba1c97ae4e11258e4cfb4ff157bb938a04df0abfa040ea36c14b,ledger,true
vice-president/cand0,485,485,0,true,485,48517235507c48cdf95523001ffae318e7bf417d7b9fa63e860541ae644b8408,ba2281455b803b0938179230397e19d2d50d4ea609b748aa1ed800367316ec0d,57e3653da34ef949cfb7c807d0d173c24a041de25497957124f7bd5e41a32920,8f424a7e578a61ed389c3dd58ea079aaf37ba9084705fc628e8b4a232c944314,ce2a9dffda2fba1c97ae4e11258e4cfb4ff157bb938a04df0abfa040ea36c14b,ledger,true
vice-president/cand1,186,186,0,true,186,0a0781a73bb33b7e92746b0526ad67c322949c15c5bcaedb00a053301cce0511,107db8de26bb366254bc2dbdd007eae41874c9fc8f89b06795dfb6dc0ed2540e,57e3653da34ef949cfb7c807d0d173c24a041de25497957124f7bd5e41a32920,8f424a7e578a61ed389c3dd58ea079aaf37ba9084705fc628e8b4a232c944314,ce2a9dffda2fba1c97ae4e11258e4cfb4ff157bb938a04df0abfa040ea36c14b,ledger,true
vice-president/cand2,172,172,0,true,172,3ca5fd0796c9ca60e486c53650239b521b0d8c8421893e8c467e240a3c089e6d,08d998a7b83f95010fde937e6347dd1d4bf23a156c5adc1b7c21998814f1e35b,57e3653da34ef949cfb7c807d0d173c24a041de25497957124f7bd5e41a32920,8f424a7e578a61ed389c3dd58ea079aaf37ba9084705fc628e8b4a232c944314,ce2a9dffda2fba1c97ae4e11258e4cfb4ff157bb938a04df0abfa040ea36c14b,ledger,true
vice-president/cand3,157,157,0,true,157,e8060fb2062748a78d93482e02081d4d0142f20e60dd93dadf854a14ab2a4870,6ab0e5a32025d82956a3d0b128d363b912d57efa7a18a05198e06d97b213a320,57e3653da34ef949cfb7c807d0d173c24a041de25497957124f7bd5e41a32920,8f424a7e578a61ed389c3dd58ea079aaf37ba9084705fc628e8b4a232c944314,ce2a9dffda2fba1c97ae4e11258e4cfb4ff157bb938a04df0abfa040ea36c14b,ledger,true
senator/cand0,480,480,0,true,480,8235ea86588938be8e1f9ac2251b0e6c8e6cd25d4e8f0bcfd6220d663f6fc33f,dcca6cf542ef23a68e136a07ec0bed97e0c480e1d72ed8d1df5602fe52033609,57e3653da34ef949cfb7c807d0d173c24a041de25497957124f7bd5e41a32920,8f424a7e578a61ed389c3dd58ea079aaf37ba9084705fc628e8b4a232c944314,ce2a9dffda2fba1c97ae4e11258e4cfb4ff157bb938a04df0abfa040ea36c14b,ledger,true
senator/cand1,193,193,0,true,193,e2ead509ecf513e8eef93b4069eef84ff0a96e360eb3be3fa607530506f1b959,f8eaa9b3c32b82a1e3268a88b9d8d9deb6ce66f387b115aaad8f4132c0449f53,57e3653da34ef949cfb7c807d0d173c24a041de25497957124f7bd5e41a32920,8f424a7e578a61ed389c3dd58ea079aaf37ba9084705fc628e8b4a232c944314,ce2a9dffda2fba1c97ae4e11258e4cfb4ff157bb938a04df0abfa040ea36c14b,ledger,true
senator/cand2,173,173,0,true,173,3624296b546f2f84a7bc8d1c9fe6d465e267daa27f72128eb6cc1c4abb794337,bc61133dfa0bfc798df9e1a2bd7d497df2d852d84cd5faee49dfbce8c8fb586d,57e3653da34ef949cfb7c807d0d173c24a041de25497957124f7bd5e41a32920,8f424a7e578a61ed389c3dd58ea079aaf37ba9084705fc628e8b4a232c944314,ce2a9dffda2fba1c97ae4e11258e4cfb4ff157bb938a04df0abfa040ea36c14b,ledger,true
senator/cand3,154,154,0,true,154,4ce38534389c49a395d768f0bb0237f573531e2f04dd9b1d07e8569fc34a0073,387c3862fbd35d7b0e91fe82b5453b05dca1b1e257818ef2adc46070ef8ee90f,57e3653da34ef949cfb7c807d0d173c24a041de25497957124f7bd5e41a32920,8f424a7e578a61ed389c3dd58ea079aaf37ba9084705fc628e8b4a232c944314,ce2a9dffda2fba1c97ae4e11258e4cfb4ff157bb938a04df0abfa040ea36c14b,ledger,true
