contest,ground_truth,decoded,E,pass,published_tally,recovered_point,aggregate_ciphertext,dkg_sha256,tally_sha256,ballots_sha256,source,ledger_matches_local
senator/cand2,8666,8666,0,true,8666,72a639d65dd1b35d1d632873484a59fcdb20fbe2d5a804b4d2ee0550446ca130,5a305a9920b3c90a03ba270f93142ee5956c4954c6d931bfbe77509488b57470,01fd0e5bd0c13526a2093258edd04f58c71ca0e929b787b3e198fcea9c7340f7,b2f4d1ac50efedfab45b4ea06e6c7a4f051428732d2e77c3e908a165bd630b5e,120c6ed5df2c35691b27f4e682b5a28096ca0650b38b3a2d9287b4aff4e37829,local,true
senator/cand3,7667,7667,0,true,7667,8862a3b71a111cf1ea32d22cfc7425f645d0b3992433cae6ba751b3a52c0df4d,f422d5b967eef41681dc15fee559f9bd479bec9740ad6b705bf6073ea2be6237,01fd0e5bd0c13526a2093258edd04f58c71ca0e929b787b3e198fcea9c7340f7,b2f4d1ac50efedfab45b4ea06e6c7a4f051428732d2e77c3e908a165bd630b5e,120c6ed5df2c35691b27f4e682b5a28096ca0650b38b3a2d9287b4aff4e37829,local,true
president/cand0,24500,24500,0,true,24500,92a32f162d78736a5c0a26d401b869b748d84108aba6e5bc0a6f0365637d444c,7e87fa01f1d46f9feebd2dafdcc6938424210fabea9e0ff104ee2059c37f6f07,01fd0e5bd0c13526a2093258edd04f58c71ca0e929b787b3e198fcea9c7340f7,b2f4d1ac50efedfab45b4ea06e6c7a4f051428732d2e77c3e908a165bd630b5e,2c9f5f737d9051c800e3cae8434e0f2c59356dc853752335d804b125e3cb0586,ledger,true
president/cand1,9000,9000,0,true,9000,94778c5ade051c2adf49ad73a144cc853319653eef4bca19d1f6403c4cce9e07,b68e312c76c6417cefd6226a07b717ae966e9410edefccf077b8a793b29a0b01,01fd0e5bd0c13526a2093258edd04f58c71ca0e929b787b3e198fcea9c7340f7,b2f4d1ac50efedfab45b4ea06e6c7a4f051428732d2e77c3e908a165bd630b5e,2c9f5f737d9051c800e3cae8434e0f2c59356dc853752335d804b125e3cb0586,ledger,true
president/cand2,8500,8500,0,true,8500,92c409575e0d93e2df2ccf9cfd11ef1459de4983ff8a73e4e6db65997b21812c,b664e050bc034060d8ed2b866aa4eb910547c4cc84643aa0ecdc98fb48b26567,01fd0e5bd0c13526a2093258edd04f58c71ca0e929b787b3e198fcea9c7340f7,b2f4d1ac50efedfab45b4ea06e6c7a4f051428732d2e77c3e908a165bd630b5e,2c9f5f737d9051c800e3cae8434e0f2c59356dc853752335d804b125e3cb0586,ledger,true
president/cand3,8000,8000,0,true,8000,f859041ccf0441bb08e83a9614d38b1ec08460308004f7c81617055754792d0d,4a2ee5e5c27a1e520703ffc155f8649fe9f44f876a7401b4eb72a1be4fadeb30,01fd0e5bd0c13526a2093258edd04f58c71ca0e929b787b3e198fcea9c7340f7,b2f4d1ac50efedfab45b4ea06e6c7a4f051428732d2e77c3e908a165bd630b5e,2c9f5f737d9051c800e3cae8434e0f2c59356dc853752335d804b125e3cb0586,ledger,true
vice-president/cand0,24250,24250,0,true,24250,c496053edad7af0aedaa1e48d0257703e90b83df14c220c7c0180ce396d3835c,9270b4d4eb3b719052d44eacceff1f85829ab826d4bff72bf6cd7f8330e61968,01fd0e5bd0c13526a2093258edd04f58c71ca0e929b787b3e198fcea9c7340f7,b2f4d1ac50efedfab45b4ea06e6c7a4f051428732d2e77c3e908a165bd630b5e,2c9f5f737d9051c800e3cae8434e0f2c59356dc853752335d804b125e3cb0586,ledger,true
vice-president/cand1,9333,9333,0,true,9333,ead8ebf81d7486531a35e5c67c9eb956640d9578cf7eb3614f5f06d00fc15822,12b8a9be023e093b188965c6cae2962cc9a6b917d36efd709dc980f93e090467,01fd0e5bd0c13526a2093258edd04f58c71ca0e929b787b3e198fcea9c7340f7,b2f4d1ac50efedfab45b4ea06e6c7a4f051428732d2e77c3e908a165bd630b5e,2c9f5f737d9051c800e3cae8434e0f2c59356dc853752335d804b125e3cb0586,ledger,true
vice-president/cand2,8584,8584,0,true,8584,845e2504bfa01fc2a7060db81fbf0201d89a1f6fa822e0cb7b3a79a6e512996c,12d9fde2852a56ab98f19d01b48b060961d34490af45669cf493dec2508fc85f,01fd0e5bd0c13526a2093258edd04f58c71ca0e929b787b3e198fcea9c7340f7,b2f4d1ac50efedfab45b4ea06e6c7a4f051428732d2e77c3e908a165bd630b5e,2c9f5f737d9051c800e3cae8434e0f2c59356dc853752335d804b125e3cb0586,ledger,true
vice-president/cand3,7833,7833,0,true,7833,a084307ab44a569b76dcc989ce5c9021c0225e32c3762d3aec57e963c024cb33,3c25b75a3215a28c371470100e448c1f7c393d13fb270676221ffccf6c214253,01fd0e5bd0c13526a2093258edd04f58c71ca0e929b787b3e198fcea9c7340f7,b2f4d1ac50efedfab45b4ea06e6c7a4f051428732d2e77c3e908a165bd630b5e,2c9f5f737d9051c800e3cae8434e0f2c59356dc853752335d804b125e3cb0586,ledger,true
senator/cand0,24000,24000,0,true,24000,726b4a24c31734179a296a973dcdadff11dbf14fdfccdea6008c090fb6672440,12cd7cd3d35cb0a9596d12f5cb20cd2f57a44889a840429c8e0586c7dab2e33a,01fd0e5bd0c13526a2093258edd04f58c71ca0e929b787b3e198fcea9c7340f7,b2f4d1ac50efedfab45b4ea06e6c7a4f051428732d2e77c3e908a165bd630b5e,2c9f5f737d9051c800e3cae8434e0f2c59356dc853752335d804b125e3cb0586,ledger,true
senator/cand1,9667,9667,0,true,9667,641a952a16566a705c87ea48a48e8b27ade1ade60631b70ba7e8787c216f632d,cac7cbee63f8beffb3b19f7dd4f25d4709d82ff420d6979bde3b664cf36a3444,01fd0e5bd0c13526a2093258edd04f58c71ca0e929b787b3e198fcea9c7340f7,b2f4d1ac50efedfab45b4ea06e6c7a4f051428732d2e77c3e908a165bd630b5e,2c9f5f737d9051c800e3cae8434e0f2c59356dc853752335d804b125e3cb0586,ledger,true
senator/cand2,8666,8666,0,true,8666,72a639d65dd1b35d1d632873484a59fcdb20fbe2d5a804b4d2ee0550446ca130,5a305a9920b3c90a03ba270f93142ee5956c4954c6d931bfbe77509488b57470,01fd0e5bd0c13526a2093258edd04f58c71ca0e929b787b3e198fcea9c7340f7,b2f4d1ac50efedfab45b4ea06e6c7a4f051428732d2e77c3e908a165bd630b5e,2c9f5f737d9051c800e3cae8434e0f2c59356dc853752335d804b125e3cb0586,ledger,true
senator/cand3,7667,7667,0,true,7667,8862a3b71a111cf1ea32d22cfc7425f645d0b3992433cae6ba751b3a52c0df4d,f422d5b967eef41681dc15fee559f9bd479bec9740ad6b705bf6073ea2be6237,01fd0e5bd0c13526a2093258edd04f58c71ca0e929b787b3e198fcea9c7340f7,b2f4d1ac50efedfab45b4ea06e6c7a4f051428732d2e77c3e908a165bd630b5e,2c9f5f737d9051c800e3cae8434e0f2c59356dc853752335d804b125e3cb0586,ledger,true
