contest,ground_truth,decoded,E,pass,published_tally,recovered_point,aggregate_ciphertext,dkg_sha256,tally_sha256,ballots_sha256,source,ledger_matches_local
senator/cand2,1733,1733,0,true,1733,48cc7b496f1d5d608da498367977fc64259f4f84eb3f7c189e1b245cad58bc58,7c4c864ff72f24ba551c6b645b527f9e640f0c9c90e857c385b3d1b59337aa15,cc88974f916484b37aa0b63e09425c121fc5e824279c40e1591f86ef18b55cf8,4812feb0899011c5922e5a7b3df66ec4ac3a2e2173bca2ea05cd56c3aba6c496,a61610e4c49868b1635b633bf294c2a8d9fb8257e76f3c11347f63d1253c3e10,local,true
senator/cand3,1534,1534,0,true,1534,d803c278e023e750c2e3be5675a1f5cff95881f2abf1e3c4c3244ed510282e7a,e279542cb5560fd25efd8e2817fe45a6c61419a2aa2c0cbe1088e8e30310a617,cc88974f916484b37aa0b63e09425c121fc5e824279c40e1591f86ef18b55cf8,4812feb0899011c5922e5a7b3df66ec4ac3a2e2173bca2ea05cd56c3aba6c496,a61610e4c49868b1635b633bf294c2a8d9fb8257e76f3c11347f63d1253c3e10,local,true
president/cand0,4900,4900,0,true,4900,f6876c2bb5343649b058b60620e2f3167cb821c200873e3f449bea45d8aaca4b,162270844061ab19a39e97ff1d1a53e7eae9e97090503677e779c0ff4a677d74,cc88974f916484b37aa0b63e09425c121fc5e824279c40e1591f86ef18b55cf8,4812feb0899011c5922e5a7b3df66ec4ac3a2e2173bca2ea05cd56c3aba6c496,916b4aee6373635687a2c4b99a42c32ed0553a80aa6f6f66eabd4ffcf723c5cc,ledger,true
president/cand1,1800,1800,0,true,1800,e0bed364944c8a2b650fbb270c0ba92072df4634a9ea42c6945fae74caf3cf7c,b2a701ad2ae9c50689b41b1a8abed9ea8f67ba42fde1966a2a5b14e2739cd803,cc88974f916484b37aa0b63e09425c121fc5e824279c40e1591f86ef18b55cf8,4812feb0899011c5922e5a7b3df66ec4ac3a2e2173bca2ea05cd56c3aba6c496,916b4aee6373635687a2c4b99a42c32ed0553a80aa6f6f66eabd4ffcf723c5cc,ledger,true
president/cand2,1700,1700,0,true,1700,4ed41127a57e64af2d5ce3c6c0bec59927cee256513cec91395a5d16096dd634,9e139faada10f57bac926a86a3bc7ffdb5beb2164ea7dec99ad061ef8a341e23,cc88974f916484b37aa0b63e09425c121fc5e824279c40e1591f86ef18b55cf8,4812feb0899011c5922e5a7b3df66ec4ac3a2e2173bca2ea05cd56c3aba6c496,916b4aee6373635687a2c4b99a42c32ed0553a80aa6f6f66eabd4ffcf723c5cc,ledger,true
president/cand3,1600,1600,0,true,1600,cea40b6392a4596d2992fcd2ab9d14be9146283bf9048a81a9f3db7c3231024e,0e23749c0bd0a28b700f6b338a2c62fe98c0e2247d450a0c2e99a957f9d1d05c,cc88974f916484b37aa0b63e09425c121fc5e824279c40e1591f86ef18b55cf8,4812feb0899011c5922e5a7b3df66ec4ac3a2e2173bca2ea05cd56c3aba6c496,916b4aee6373635687a2c4b99a42c32ed0553a80aa6f6f66eabd4ffcf723c5cc,ledger,true
vice-president/cand0,4850,4850,0,true,4850,129e69641ba1fffcc7f059593fd4410f5684987dc7fa01286d9597529428f37c,00774352ad9dce4f9e165a0550256c0e38f8309c37eb4df062139d91fd351c5e,cc88974f916484b37aa0b63e09425c121fc5e824279c40e1591f86ef18b55cf8,4812feb0899011c5922e5a7b3df66ec4ac3a2e2173bca2ea05cd56c3aba6c496,916b4aee6373635687a2c4b99a42c32ed0553a80aa6f6f66eabd4ffcf723c5cc,ledger,true
vice-president/cand1,1866,1866,0,true,1866,a4610f3631b8cbe0d849ed491548f775987055a4b999680181c384b033169c42,802b9531d6d29bca7f84d86bdb28af2cd0585d5dcb29d8ada75568c03e064b10,cc88974f916484b37aa0b63e09425c121fc5e824279c40e1591f86ef18b55cf8,4812feb0899011c5922e5a7b3df66ec4ac3a2e2173bca2ea05cd56c3aba6c496,916b4aee6373635687a2c4b99a42c32ed0553a80aa6f6f66eabd4ffcf723c5cc,ledger,true
vice-president/cand2,1717,1717,0,true,1717,dad55580f998f37cc466c267d7c401040fc8b614c1612ff361c3dd969085d71b,04a66cb4f2dad85870bf021c088c0e146628c6915c861628b810663334a23c73,cc88974f916484b37aa0b63e09425c121fc5e824279c40e1591f86ef18b55cf8,4812feb0899011c5922e5a7b3df66ec4ac3a2e2173bca2ea05cd56c3aba6c496,916b4aee6373635687a2c4b99a42c32ed0553a80aa6f6f66eabd4ffcf723c5cc,ledger,true
vice-president/cand3,1567,1567,0,true,1567,26a7714060fc69a124d402fa5ac267dab214de5f3b9382a832ee24cd0a6fd740,40f086cf72beed2d4f7ce5b2517a197dc2c1e47ade3823546bc9c1d4d3c11944,cc88974f916484b37aa0b63e09425c121fc5e824279c40e1591f86ef18b55cf8,4812feb0899011c5922e5a7b3df66ec4ac3a2e2173bca2ea05cd56c3aba6c496,916b4aee6373635687a2c4b99a42c32ed0553a80aa6f6f66eabd4ffcf723c5cc,ledger,true
senator/cand0,4800,4800,0,true,4800,e86754102a6b08f65efa43f066a0574ca86472d94630e0fb6f7c93d21922a562,ea16c67a4bc6dc9935667a069bd274ce98027139d79c237dbd5c4054aefb6419,cc88974f916484b37aa0b63e09425c121fc5e824279c40e1591f86ef18b55cf8,4812feb0899011c5922e5a7b3df66ec4ac3a2e2173bca2ea05cd56c3aba6c496,916b4aee6373635687a2c4b99a42c32ed0553a80aa6f6f66eabd4ffcf723c5cc,ledger,true
senator/cand1,1933,1933,0,true,1933,54950645895e5652ba63c1866143d9604cdabb3256ad1c3e4b1c7fa66773165a,a8d85a790997c70f898a3587b608d710015fc9cd7fb33c859e98182b1988c154,cc88974f916484b37aa0b63e09425c121fc5e824279c40e1591f86ef18b55cf8,4812feb0899011c5922e5a7b3df66ec4ac3a2e2173bca2ea05cd56c3aba6c496,916b4aee6373635687a2c4b99a42c32ed0553a80aa6f6f66eabd4ffcf723c5cc,ledger,true
senator/cand2,1733,1733,0,true,1733,48cc7b496f1d5d608da498367977fc64259f4f84eb3f7c189e1b245cad58bc58,7c4c864ff72f24ba551c6b645b527f9e640f0c9c90e857c385b3d1b59337aa15,cc88974f916484b37aa0b63e09425c121fc5e824279c40e1591f86ef18b55cf8,4812feb0899011c5922e5a7b3df66ec4ac3a2e2173bca2ea05cd56c3aba6c496,916b4aee6373635687a2c4b99a42c32ed0553a80aa6f6f66eabd4ffcf723c5cc,ledger,true
senator/cand3,1534,1534,0,true,1534,d803c278e023e750c2e3be5675a1f5cff95881f2abf1e3c4c3244ed510282e7a,e279542cb5560fd25efd8e2817fe45a6c61419a2aa2c0cbe1088e8e30310a617,cc88974f916484b37aa0b63e09425c121fc5e824279c40e1591f86ef18b55cf8,4812feb0899011c5922e5a7b3df66ec4ac3a2e2173bca2ea05cd56c3aba6c496,916b4aee6373635687a2c4b99a42c32ed0553a80aa6f6f66eabd4ffcf723c5cc,ledger,true
