contest,ground_truth,decoded,E,pass,published_tally,recovered_point,aggregate_ciphertext,dkg_sha256,tally_sha256,ballots_sha256,source,ledger_matches_local
senator/cand2,173,173,0,true,173,3624296b546f2f84a7bc8d1c9fe6d465e267daa27f72128eb6cc1c4abb794337,26a1b8c1e45e52a60ae3b2a9d8175bcaeb652f0089374169d705f709726a3a18,19075a6bc546d946629b4921c6b0769457e7353ead5bba04814c48f34d325742,d36c5fb5696b4aa03786eeae8f92cba26f3d7f775529494b8ad3114fdfc521d1,562711230065c3b982034e14f3726f5fe5757e085807a223b8244b36c6100479,local,true
senator/cand3,154,154,0,true,154,4ce38534389c49a395d768f0bb0237f573531e2f04dd9b1d07e8569fc34a0073,acb3b7cdf0e103a774f86a3c15d16f1c097394f9e8b841b489df00ad91b96d5b,19075a6bc546d946629b4921c6b0769457e7353ead5bba04814c48f34d325742,d36c5fb5696b4aa03786eeae8f92cba26f3d7f775529494b8ad3114fdfc521d1,562711230065c3b982034e14f3726f5fe5757e085807a223b8244b36c6100479,local,true
president/cand0,490,490,0,true,490,32e63d9578e4ef4924683bab0c482106fb1cb035c3ecf44d147d70cc9a5b842c,64352df268a90cb5f8f1b3a8ef08db1a3fd6e0feb68fd68d594db3f6ce651b23,19075a6bc546d946629b4921c6b0769457e7353ead5bba04814c48f34d325742,d36c5fb5696b4aa03786eeae8f92cba26f3d7f775529494b8ad3114fdfc521d1,cb394bdf56479b9ff5f771854b3197b14a130dc9b1577e4823c154d3b83c4628,ledger,true
president/cand1,180,180,0,true,180,103bcff8c6ec3ffe8d2dc5ee573ae36ac4e919fb8fa20f8adf3f73de9d81a407,7a92742beeec7e6a8abf1cc39a9246f5704f2dfe1aadffd5802f42bc710ecf7d,19075a6bc546d946629b4921c6b0769457e7353ead5bba04814c48f34d325742,d36c5fb5696b4aa03786eeae8f92cba26f3d7f775529494b8ad3114fdfc521d1,cb394bdf56479b9ff5f771854b3197b14a130dc9b1577e4823c154d3b83c4628,ledger,true
president/cand2,170,170,0,true,170,d27e86a3fef5fc796e0c83aad1a9735d32590b980133ca68e7184fe74923f803,7e95fc91ab9fa28b33477ae78519c1880272757cfe14c144e4f0206e33adb458,19075a6bc546d946629b4921c6b0769457e7353ead5bba04814c48f34d325742,d36c5fb5696b4aa03786eeae8f92cba26f3d7f775529494b8ad3114fdfc521d1,cb394bdf56479b9ff5f771854b3197b14a130dc9b1577e4823c154d3b83c4628,ledger,true
president/cand3,160,160,0,true,160,124f288e9cde61e6b965a69040d7c60405d94d494a0c5a35d65526cb980d9c01,907ec70d43998052c2a2d35a2a3d61d9b13f3d43ed35b5927bed4dd347914c3d,19075a6bc546d946629b4921c6b0769457e7353ead5bba04814c48f34d325742,d36c5fb5696b4aa03786eeae8f92cba26f3d7f775529494b8ad3114fdfc521d1,cb394bdf56479b9ff5f771854b3197b14a130dc9b1577e4823c154d3b83c4628,ledger,true
vice-president/cand0,485,485,0,true,485,48517235507c48cdf95523001ffae318e7bf417d7b9fa63e860541ae644b8408,7073d363e4d390be304971b37311c7853f1adf5550cc4f153b4ff0d5c309280c,19075a6bc546d946629b4921c6b0769457e7353ead5bba04814c48f34d325742,d36c5fb5696b4aa03786eeae8f92cba26f3d7f775529494b8ad3114fdfc521d1,cb394bdf56479b9ff5f771854b3197b14a130dc9b1577e4823c154d3b83c4628,ledger,true
vice-president/cand1,186,186,0,true,186,0a0781a73bb33b7e92746b0526ad67c322949c15c5bcaedb00a053301cce0511,b23a2542b773d1dce070d9e14628d7fb736d4691a82dd30e66944005283f555d,19075a6bc546d946629b4921c6b0769457e7353ead5bba04814c48f34d325742,d36c5fb5696b4aa03786eeae8f92cba26f3d7f775529494b8ad3114fdfc521d1,cb394bdf56479b9ff5f771854b3197b14a130dc9b1577e4823c154d3b83c4628,ledger,true
vice-president/cand2,172,172,0,true,172,3ca5fd0796c9ca60e486c53650239b521b0d8c8421893e8c467e240a3c089e6d,481c6fd879e4598af9e35b69f757fac00d6b25c7f33e5fc6ee39b08d75156f07,19075a6bc546d946629b4921c6b0769457e7353ead5bba04814c48f34d325742,d36c5fb5696b4aa03786eeae8f92cba26f3d7f775529494b8ad3114fdfc521d1,cb394bdf56479b9ff5f771854b3197b14a130dc9b1577e4823c154d3b83c4628,ledger,true
vice-president/cand3,157,157,0,true,157,e8060fb2062748a78d93482e02081d4d0142f20e60dd93dadf854a14ab2a4870,0291096dc016ee329215a680bec02ce017ad07764bc2d663037a2bf18e5a8b7d,19075a6bc546d946629b4921c6b0769457e7353ead5bba04814c48f34d325742,d36c5fb5696b4aa03786eeae8f92cba26f3d7f775529494b8ad3114fdfc521d1,cb394bdf56479b9ff5f771854b3197b14a130dc9b1577e4823c154d3b83c4628,ledger,true
senator/cand0,480,480,0,true,480,8235ea86588938be8e1f9ac2251b0e6c8e6cd25d4e8f0bcfd6220d663f6fc33f,901128709d4f1c3d0f604ae56c6bda53629d302595140ad191ee5acc52491f25,19075a6bc546d946629b4921c6b0769457e7353ead5bba04814c48f34d325742,d36c5fb5696b4aa03786eeae8f92cba26f3d7f775529494b8ad3114fdfc521d1,cb394bdf56479b9ff5f771854b3197b14a130dc9b1577e4823c154d3b83c4628,ledger,true
senator/cand1,193,193,0,true,193,e2ead509ecf513e8eef93b4069eef84ff0a96e360eb3be3fa607530506f1b959,2afb29810779bcdf036b6f497397719ceb78c897a99adf9235918163b087335e,19075a6bc546d946629b4921c6b0769457e7353ead5bba04814c48f34d325742,d36c5fb5696b4aa03786eeae8f92cba26f3d7f775529494b8ad3114fdfc521d1,cb394bdf56479b9ff5f771854b3197b14a130dc9b1577e4823c154d3b83c4628,ledger,true
senator/cand2,173,173,0,true,173,3624296b546f2f84a7bc8d1c9fe6d465e267daa27f72128eb6cc1c4abb794337,26a1b8c1e45e52a60ae3b2a9d8175bcaeb652f0089374169d705f709726a3a18,19075a6bc546d946629b4921c6b0769457e7353ead5bba04814c48f34d325742,d36c5fb5696b4aa03786eeae8f92cba26f3d7f775529494b8ad3114fdfc521d1,cb394bdf56479b9ff5f771854b3197b14a130dc9b1577e4823c154d3b83c4628,ledger,true
senator/cand3,154,154,0,true,154,4ce38534389c49a395d768f0bb0237f573531e2f04dd9b1d07e8569fc34a0073,acb3b7cdf0e103a774f86a3c15d16f1c097394f9e8b841b489df00ad91b96d5b,19075a6bc546d946629b4921c6b0769457e7353ead5bba04814c48f34d325742,d36c5fb5696b4aa03786eeae8f92cba26f3d7f775529494b8ad3114fdfc521d1,cb394bdf56479b9ff5f771854b3197b14a130dc9b1577e4823c154d3b83c4628,ledger,true
